bangla word,translitered bangla word
নৈরাজ্যে,nairaje
নরক,narak
রবিচন্দ্রন,rabichandran
অশ্বিনকে,ashwinke
জিম্বাবুয়ের,zimbabuer
নির্বাচকেরা,nirvachakera
ভেবেছেন,veveven
রঞ্জিতে,rangite
সফরকারী,safarkari
স্পিন,spin
গ্রেট,great
বিষেন,vishen
বেদি,bedi
অলরাউন্ড,alround
সেঞ্চুরিতে,centurite
বেদির,bedir
কথারই,kathari
পারফরম্যান্সের,parpharmancer
পাওয়াটা,pawata
প্রত্যাশিতই,pratyashiti
সিনিয়রদের,siniorder
বোলিংয়ে,ballinge
টেকনিক্যালি,technicali
বোলার,boller
কাঁধের,kandher
ডেলিভারিটাও,deliveritao
পেহলা,pehla
দুসরার,dusra
পোস্টারবয়,posterva
মুখ্যমন্ত্রী,mukhyamantri
আবদুল্লাহর,abdullahar
প্রাপ্যই,prapyai
ভারটা,bharta
কাপটা,capta
কাটাল,katal
স্পেনকে,spenke
পাঁচবারের,panchwarer
বিশ্বজয়ীরা,vishwajayira
লাফটা,lapta
বড়সড়ই,barsri
ছয়ে,chay
জার্মানিও,germanyo
দুইয়েই,duie
কলম্বিয়া,columbia
র‌্যাঙ্কিংটা,rankingta
মন্টেনেগ্রো,montenegro
ভূরি,bhuri
খেয়েও,khaeo
তাহিতি,tahiti
ফলাফলটা,falaphalta
১৫৪,154
তাহিতির,tahitir
১৫২তম,152tam
স্থানেই,sthanei
দশ১,dash1
স্পেন২,spain2
জার্মানি৩,germany3
হল্যান্ড৬,holland6
ক্রোয়েশিয়া,croesia
রেনে,rene
কোস্টার,coster
হাসেন,hasen
সালাউদ্দিনের,salauddiner
প্রতিশ্রুতির,pratishruthir
ওটাকে,otake
অব্দি,abdi
বিকেএসপিকে,biklespike
একাডেমিতে,academite
থমকে,thamake
ক্যাম্প,camp
দলেই,dalei
রেনের,rener
বেতনে,betne
একাডেমিই,academiy
উপস্থিতিতে,upsthitite
বাছাইও,bachio
খানেকও,khaneko
ঘামাই,ghamai
কোস্টারকে,costerk
বুঝিয়ে,burrie
অপমৃত্যুও,apamrityuo
অবকাঠামোর,abkathamor
কমাস,kamas
ভজকট,bhajakat
অবকাঠামোয়,abkathamoy
কমলাপুর,kamalapur
বাফুফেকে,baphufake
এনএসসির,rnaessir
মতবিরোধ,mathvirodh
ঝুলিয়ে,jhulie
লিজ,les
টালবাহানায়,talvahana
মৌখিকভাবে,moukhikbhave
এনএসসিকে,rnaessik
স্থাপনার,sthapanar
ভুগলেও,bhugle
ভুতুড়ে,bhuturh
সারমেয়,sarmeya
সিয়ার্সের,searser
ম্যাগি,magi
রাসটি,rasti
একজোড়া,ekzora
কুকুর,kukur
মারেদের,mareder
দুটোও,dutoo
টুইটারে,tuitare
লোডভিক,locvic
কালই,kalai
মিডফিল্ডার,midphilder
শাহেদুল,shahedul
স্টপার,stper
ফিটনেসে,fitnese
বেঞ্চে,benche
সাফে,safe
সর্বকনিষ্ঠ,sarvaknishth
২৬৯,269
ব্যাগি,bagi
১৯৫৩,1953
ক্রেইগের,craiger
অভিষেকের,abhisheker
প্যাট,pat
কামিন্সের,kaminser
১৯৩,193
মিডিয়াম,medium
গ্যারেটের,gyarater
১৮৭৭,1877
ইতিহাসেরই,itihaserai
মরকেল,markel
স্টেইন,stain
ট্রফির,trophy
খুঁড়িয়ে,khundie
আরেকজনকেও,arekajankeo
বলের,baler
জুটিকে,jutique
মরনে,marne
অ্যাঙ্কেলে,ancle
স্মিথও,smitho
মরকেলের,markaler
উইকেটকিপার,wicketkiper
কুইন্টন,quinton
ককও,kakow
ওয়েইন,wyain
পারনেল,parnel
তাহির,taahir
অ্যাড্রিয়ান,adrian
বিরেলকে,birelke
অলরাউন্ডার,alrounder
ওয়ারিয়র্সেও,wariyarseo
ডমিঙ্গোর,domingor
হেন্ডারসনকে,hendarsonke
বোলিং,bowling
এবি,ebi
ভিলিয়ার্স,villears
হাশিম,hashim
বেহারডিয়েন,behardien
ফ্যাফ,faf
প্লেসিস,plasis
জেপি,jeppi
ডুমিনি,dumini
কলিন,kalin
ইনগ্রাম,ingram
ররি,rari
ক্লেইনভেল্ট,clainvelt
ম্যাকলারেন,maclaren
মিলার,miller
আলভিরো,alviro
রবিন,robin
পিটারসন,peterson
অ্যারন,aron
ফাঙ্গিসো,fangiso
লনওয়াবো,lanawabo
সতসোবে,satsobe
হেনরি,henry
ডেভিডস,devids
ভাইজে,bhaige
পয়েন্টসহ,paentseh
সমীকরণের,samikarner
পোর্ট,port
শেষই,sheshi
শুরুই,shurui
ডেতেই,dete
আউট,out
১৭৪,174
কেমার,kemar
রোচের,rocher
দিনেশ,dinesh
চান্ডিমালও,chandimalo
টেকেননি,tekenni
এগিয়েছেন,agieven
থিরিমান্নের,thirimanner
স্লো,slow
রেটের,reter
ক্যারিবীয়,carivian
ডোয়াইন,dyine
ব্রাভো,brabho
কাইরন,ciron
পোলার্ড,polard
রোমাঞ্চের,romancher
ব্যাটিংয়ের,batinyer
কথাবার্তায়ও,kathavartao
নীরস,niras
কুকের,kuker
আনল,aanal
রসবোধ,rasbodh
টেকো,techo
শঙ্কাটা,shankata
স্নায়ুক্ষয়ী,snayukshayi
যাওয়ারই,yawarai
কুক,cook
আথারটন,atharton
মুখায়ব,mukhaib
অঙ্গভঙ্গি,angabhangi
ফসকে,faske
সুযোগটা,suyogta
মুঠোতেই,muthotei
নিয়ন্ত্রণেই,niyantranei
ছাড়িনি,sarini
লড়াইটাই,laditai
হারাচ্ছেন,harachllen
খেলেছে,kheleshwae
জয়টা,jaita
ওদেরই,oderoi
অ্যাগারও,agaro
ক্লার্কদের,clarkder
সতীর্থে,satirthe
সবকিছুতেই,sabakisutei
পরিণতিবোধের,parintibodher
অধিনায়কই,adhinayakai
বেলের,beler
প্রশংসায়,prashansa
পঞ্চমুখ,panchmukh
কুকও,kuk
প্রশংসার,prashansar
জোয়ারে,joare
ভাসালেন,vasalan
সেনানীকে,senanike
দৃঢ়প্রতিজ্ঞা,drudhpratigya
ওভারের,overer
স্পেল,spail
বিশ্বমানের,vishwamaner
১৫৮,158
সিডনিতে,sidnite
ক্যাডিকের,cadiker
ইংলিশদের,englishder
মাঠকে,mattke
নার্ভাস,nervous
পড়েছিলাম,padesilam
হারাইনি,haraini
দুহাত,duhaat
সুইং,swing
প্রথাগত,prathagat
রিভার্স,revers
ভাবনাটাকেই,bhavanatakei
অ্যান্ডারসনই,andersoni
বিপিএলের,bipieler
বসতি,vasati
দেনদরবারের,dendrbarer
গ্যারান্টি,guarantee
অঙ্কটা,ankata
বিপিএল,bipiel
অনের,aner
বিপিএলে,bipiele
ইভেন্ট,event
সঁপে,sape
গোনার,gonar
অনই,anai
দেনা,devna
পাওনার,paonar
এনায়েতুর,enayatur
টাকাসহ,takasah
ব্রিফিংয়েও,briffineo
এড়িয়েই,adiye
অনেরও,aneroo
ফ্র্যাঞ্চাইজির,franchis
চুক্তিটা,suctita
ওখান,okhan
টিকিটের,ticketer
খেলেনি,kheleni
চাচ্ছে,chachche
ফ্র্যাঞ্চাইজিগুলোর,franchijigulor
এনায়েতুরের,enayeturer
আফজালুর,afjalur
সিনহার,sinhar
মাসও,maso
ফ্র্যাঞ্চাইজিদের,franchisder
কুহকিনী,kuhakini
কানেরিয়ার,kaneriar
ভেবেছিলেন,vevesilen
বোর্ডও,boardo
দানিশ,danish
কানেরিয়াকে,kaneriake
কাউন্টি,county
এসেক্সের,asexer
স্পট,spot
ফিক্সিংয়ের,fiksinyer
তদন্তে,tadante
ইসিবি,isibi
কানেরিয়া,kaneria
পিসিবি,pisibi
ইসিবির,isibir
সিদ্ধান্তকে,siddhantake
হাঁটা,hanta
ওয়াক,wak
সেটিই,seti
ব্রডকে,brodk
ব্রডের,broder
পক্ষেও,paksheo
সেশনের,seshner
স্টুয়ার্ড,stuard
ব্রড,brod
কানা,kana
হাডিনের,hudiner
গ্লাভসে,glavse
স্লিপে,slipe
ক্যাচ,cach
আম্পায়ার,ampayar
দার,daar
রেফারেল,repheral
উপায়ও,upaho
অসফল,asaphal
বলটা,balta
শঙ্কাভরা,shankavra
আম্পায়ারের,ampyare
তাকিয়েছিলেন,takiechillen
আম্পায়ারকে,ampayarke
নিশ্চল,nishchal
দিনটাও,dintao
২৯৭,297
অলআউট,alout
দারের,darer
অস্ট্রেলিয়াকে,australiake
তাড়া,tada
স্পোর্টসে,sportse
বিতর্কটা,vitarkata
হোল্ডিং,holding
অখেলোয়াড়সুলভ,akhelwarsulabh
রামদিনের,ramdiner
খেলাটির,khelati
চেতনাবিরোধী,chetanavirodhi
জরিমানাও,jarimanao
রামদিনকে,ramdinke
ব্রডেরটাও,brodertao
ব্রডকেও,brodke
বোথাম,botham
শ্লেষের,shlesher
ক্রিকেটারদের,cricketarder
করাটা,karata
ব্যাটসম্যানের,batsmaner
হুসেইন,husain
লরির,lari
বোথামের,bothamer
জিওফ,jeof
ওয়ার্ন,warne
বরখাস্ত,barkhast
পিটারসেনও,pitersen
সিদ্ধান্তকেও,siddhantakeo
ব্রডেরই,broderoi
কয়জনই,kaijnai
বিতর্কআমি,vitarkami
তেলশেষ,telshesh
হিলিসাবেক,hilisabek
ডেলাইট,delight
স্টেইনদক্ষিণ,staindakshina
পেসার,pester
মুডিসাবেক,mudisabek
অলরাউন্ডারও,alroundero
গিলেস্পিসাবেক,gilaspisabek
আম্পায়াররা,ampayarra
গ্যারি,garry
লিনেকারসাবেক,linekarsabek
নেভিলসাবেক,nevillesabek
ডিফেন্ডারবিচ্ছেদ,diffendurbicched
গ্রিগর,grigar
দিমিত্রভের,dimitraver
ছেদ,chhed
হগস্টেডের,hagasteder
আসছিলেন,aschillen
হগস্টেডকে,hagastedk
রাউন্ডেই,roundei
কোচকে,cochake
এএফপিবোল্টকে,eemopiboltk
